date,power,latitude,longitude,place
1995-02-02 15:56,2.5,38.9 N,126.0 E,평양 남동쪽 약 20km 지역
1995-01-29 17:02,2.4,38.9 N,126.0 E,평양 남동쪽 약 20km 지역
1995-01-21 7:39,3.3,34.2 N,125.0 E,전남 소흑산도 북동쪽 약 20km 해역
1995-01-14 6:43,3,37.9 N,124.5 E,서해 백령도 남서쪽 약 25km 해역
1994-12-26 23:09,2.3,34.8 N,128.1 E,경남 남해 동남동쪽 약 20km 해역
1994-12-25 2:41,2.4,35.3 N,126.0 E,전남 영광 서쪽 약 50km 해역
1994-12-19 17:25,1.9,34.9 N,126.7 E,광주시 남서쪽 약 20km 지역
1994-12-18 3:23,2,36.4 N,128.1 E,경북 선산 북서쪽 약 40km 지역
1994-12-15 10:41,2.8,36.1 N,125.4 E,전북 군산 서쪽 약 110km 해역
1994-12-02 0:42,3.6,37.9 N,123.8 E,경기도 백령도 서쪽 약 90km 해역
1994-11-01 9:11,3.4,38.9 N,125.8 E,평남 평양시 남쪽 약 10km 지역
1994-10-14 21:51,3.5,38.8 N,125.6 E,황해도 송림시 부근
1994-09-21 3:35,3.2,36.4 N,128.9 E,경북 의성 동쪽 약 20km 지역
1994-08-31 0:07,2.8,37.4 N,124.8 E,경기도 백령도 남남동쪽 약 60km 해역
1994-08-24 15:18,2.1,38.5 N,127.5 E,강원도 평강 동쪽 약 18km 지역
1994-07-26 2:41,4.9,34.9 N,124.1 E,전남 홍도 서북서쪽 100km 해역
1994-04-23 13:03,4.1,35.7 N,130.9 E,경남 울산 동쪽 약 150km 해역
1994-04-23 12:41,4.5,35.1 N,131.1 E,경남 울산 남동쪽 약 175km 해역
1994-04-22 2:05,4.6,34.9 N,131.0 E,경남 울산 남동쪽 약 175km 해역
1994-04-12 16:04,3.1,38.5 N,125.5 E,황해도 안악군 안악 지역
1994-03-25 6:03,2.3,36.3 N,128.2 E,경남 김천시 북쪽 약 15km 지역
1994-03-04 0:33,2.7,35.9 N,129.6 E,경남 구룡포 남동쪽 약 5km 해역
1994-03-03 19:39,2.7,34.4 N,127.9 E,전남 소리도 동쪽 약 15km 해역
1994-02-26 4:52,2.5,35.6 N,127.9 E,경남 거창 남쪽 약 10km 지역
1994-02-24 6:40,2.2,37.4 N,129.4 E,강원도 삼척 동쪽 약 20km 해역
1994-02-12 11:58,3.5,36.4 N,127.3 E,충남 공주 남동쪽 20km 지역
1994-02-02 14:12,2,35.9 N,128.3 E,경북 성주군 동부 지역
1994-01-24 15:47,2.3,38.4 N,126.4 E,황해도 신계군 신계읍 지역
1994-01-11 8:09,3,36.3 N,123.9 E,충남 태안반도 서남서쪽 약 200km 해역
1993-12-30 9:58,2.6,38.5 N,127.6 E,강원 철원군 북동쪽 약 50km 지역
1993-12-24 8:13,3.1,35.9 N,129.1 E,경북 경주시 북서쪽 약 15km 지역
1993-12-08 11:43,3.4,39.6 N,125.9 E,평안남도 순천 북부 지역
1993-08-26 0:07,2.9,35.7 N,127.9 E,경남 거창군 남동쪽 약 5km 지역
1993-07-20 4:52,1.9,37.1 N,129.2 E,강원도 삼척 남서쪽 약 20km 지역
1993-07-14 11:48,2.6,38.8 N,125.7 E,황해도 송림시 동쪽 약 5km 지역
1993-07-08 11:10,3.6,35.2 N,128.4 E,경상남도 함안 남서쪽 10km 지역
1993-06-12 16:03,2.7,37.5 N,125.5 E,경기도 소연평도 남서쪽 25km 해역
1993-06-08 17:42,2.2,38.7 N,126.7 E,황해도 곡산 남부 지역
1993-05-02 17:57,2.9,37.3 N,130.5 E,강원도 동해 동남동쪽 85km 해역
1993-04-16 18:32,2.2,36.5 N,128.3 E,경북 상주 북동쪽 20km 산간 지역
1993-04-09 2:28,2.2,36.6 N,126.9 E,충남 예산 남동쪽 15km 지역
1993-04-08 12:01,2.9,34.9 N,130.6 E,부산 동쪽 140km 해역(대한해협)
1993-04-02 1:20,2.2,35.2 N,128.3 E,경상남도 진양군 반성면 지역
1993-03-28 10:16,4.5,33.1 N,123.8 E,제주도 서쪽 약 230km 해역
1993-03-18 0:36,2.8,36.4 N,130.0 E,경상북도 영덕 동쪽 60km 해역
1993-03-17 0:36,2.6,36.6 N,129.9 E,경북 영덕 동북동쪽 50km 해역
1993-03-11 6:55,2.8,37.5 N,124.8 E,경기도 옹진군 소청도 해역
1993-03-01 12:00,3.9,35.6 N,126.8 E,전북 정주시 북서쪽 약 10km 지역
1993-03-01 11:59,3.3,35.6 N,126.9 E,전북 정주시 북동쪽 약 10km 지역
1993-02-25 10:15,2.9,35.6 N,126.4 E,전라북도 부안군 변산반도 서단
1993-02-08 10:04,2.1,38.7 N,127.8 E,강원도 화천군 백암산 북부 지역
1993-01-31 15:31,3.1,41.1 N,125.7 E,평안북도 초산 북방 국경 지역
1992-12-16 10:28,2.1,38.1 N,128.3 E,강원도 인제군 지역
1992-12-13 20:22,4,35.3 N,130.1 E,경상남도 울산 동남동쪽 약 70km 해역
1992-11-25 18:45,2.6,37.7 N,126.4 E,경기도 강화도 중부 지역
1992-11-13 2:47,3.4,38.4 N,125.3 E,황해도 안악군 지역
1992-11-12 8:02,3.8,38.5 N,125.4 E,황해도 안악군 지역
1992-11-11 9:32,3.4,35.8 N,123.7 E,전라남도 서쪽 약 300km 해역
1992-11-04 2:30,4.4,34.7 N,122.8 E,전라남도 서쪽 약 320km 해역
1992-10-20 10:34,2.6,36.0 N,128.2 E,경상북도 김천 남동부 지역
1992-09-05 0:22,2.7,37.0 N,126.8 E,경기도 평택군 서부해안 지역
1992-07-19 17:01,3.1,39.1 N,127.1 E,함경남도 문천군 지역
1992-07-17 8:16,2.5,37.1 N,126.1 E,서해중부 덕적군도 남부 해역
1992-05-04 17:06,2.6,35.8 N,128.4 E,경상북도 대구 남서부 지역
1992-04-09 5:32,2.9,36.2 N,127.2 E,충청남도 대전 남서부 지역
1992-01-21 3:36,4,35.4 N,129.9 E,경상남도 울산 남동쪽 약 50km 해역
1992-01-15 21:26,2,36.0 N,127.3 E,전라북도 완주군 북동부 지역
1991-10-30 0:57,2.2,38.5 N,127.2 E,강원도 평강 부근 지역
1991-10-16 4:59,2.8,35.6 N,129.6 E,경상남도 울산 북동부 해역
1991-10-11 7:20,3.2,36.8 N,129.3 E,경상북도 울진 남서부 지역
1991-08-10 8:26,2.7,36.5 N,129.7 E,경상북도 울진 남동부 해역
1991-07-23 23:08,3.1,35.6 N,128.0 E,경상남도 거창-합천 지역
1991-07-20 12:25,3.1,35.3 N,127.9 E,경상남도 산청 남부 지역
1991-06-18 16:07,2.6,39.1 N,126.1 E,평안남도 평양 동부 지역
1991-06-07 15:25,2.7,35.8 N,128.8 E,경상북도 대구 북동부 지역
1991-05-23 7:16,2.6,36.5 N,127.9 E,충청북도 보은-속리산 지역
1991-05-13 10:58,2,35.3 N,126.7 E,전라남도 광주 북서부 지역
1991-05-13 1:25,2.2,35.9 N,128.5 E,경상북도 칠곡군 지역
1991-04-27 20:01,3,36.1 N,127.2 E,전라북도 완주군 북부 지역
1991-04-14 1:48,3.1,36.5 N,128.7 E,경상북도 의성 북부 지역
1991-03-28 3:31,2.7,37.0 N,126.4 E,충청남도 당진군 북서 해안 지역
1991-02-02 11:08,3.4,33.4 N,123.8 E,제주도 서쪽 약 250km 해역
1991-01-25 3:57,2.8,37.3 N,129.8 E,경상북도 울진 북동쪽 약 50km 해역
1991-01-03 14:39,3.4,37.6 N,124.7 E,서해중부 대청도 남부 해역
1991-01-03 8:27,2.7,36.4 N,128.8 E,경상북도 안동 남동부 지역
1990-10-22 18:09,3.4,35.9 N,130.0 E,경상북도 포항 동쪽 약 70km 해역
1990-06-30 10:45,2.5,36.5 N,126.7 E,충청남도 청양 북서부 지역
1990-06-19 13:28,2.6,37.8 N,123.7 E,서해중부 백령도 서부 해역
1990-06-14 3:37,2.3,37.5 N,127.1 E,서울 동부 지역
1990-06-02 1:46,2.4,36.4 N,127.8 E,충청북도 보은 남동부 지역
1990-03-11 15:30,2.6,38.1 N,126.3 E,황해도 연백군 지역
1990-03-10 16:59,2.7,38.2 N,126.3 E,황해도 금천군 지역
1990-03-04 14:51,2.6,38.7 N,125.8 E,평안남도 평원군 지역
1990-02-28 15:01,3.1,38.3 N,126.3 E,황해도 평산군-멸악산 지역
1990-02-28 13:53,2.5,38.0 N,126.2 E,황해도 연백군 지역
1990-02-22 15:14,2.8,38.3 N,126.4 E,황해도 평산군 지역
1990-02-18 21:29,3.3,38.2 N,123.9 E,황해도 장산곶 서부 지역
1990-01-28 15:01,2.7,38.3 N,126.2 E,황해도 벽성군 지역
1990-01-10 17:07,2.5,36.3 N,127.4 E,충청남도 대전 지역
1990-01-09 13:53,2.9,36.6 N,125.6 E,서해중부 격렬비열도 부근 해역
1989-12-29 14:59,2.8,38.2 N,126.2 E,황해도 평산군 지역
1989-12-11 15:18,2.8,38.0 N,125.9 E,황해도 해주 동부 지역
1989-06-23 0:26,3.5,36.7 N,127.8 E,충청북도 괴산 남부 지역
1989-06-20 15:28,3.2,38.1 N,126.2 E,황해도 연백군 지역
1989-05-25 14:58,3.1,38.6 N,126.3 E,황해도 서흥군 지역
1989-05-22 14:59,3.2,37.8 N,125.8 E,황해도 해주 남부 해역
1989-04-30 15:27,3.4,36.3 N,127.3 E,충청남도 대전 서부 지역
1989-03-29 15:00,3.1,37.9 N,125.9 E,황해도 해주 남부 해역
1989-03-13 16:03,3.4,38.2 N,125.5 E,황해도 벽성군 지역
1989-03-03 15:15,3.4,38.1 N,124.9 E,황해도 장연군 서부 지역
1989-01-05 15:13,3.2,38.5 N,126.1 E,황해도 서흥군 지역
1988-12-02 23:54,2.5,36.3 N,127.9 E,경상북도 상주군 서부 지역
1988-10-15 17:26,3.4,38.4 N,126.2 E,황해도 서흥군 지역
1988-05-03 14:59,3.4,38.3 N,126.3 E,황해도 남천 부근 해역
1988-04-15 15:44,3.7,40.4 N,127.0 E,함경남도-평안북도 경계 지역
1988-01-24 6:46,2.9,36.2 N,129.2 E,경상북도 영일-영덕 지역
1987-10-25 13:23,3.7,37.5 N,130.1 E,강원도 동해 동쪽 약 80km 해역
1987-10-06 23:36,3.5,36.2 N,130.1 E,경상북도 포항 북동쪽 약 70km 해역
1987-10-06 7:04,3.1,35.9 N,129.9 E,경상북도 포항 동쪽 약 50km 해역
1987-09-25 0:44,2.2,37.8 N,129.1 E,강원도 양양 동쪽 해역
1987-06-13 11:32,2.8,35.3 N,126.1 E,전라남도 영광 서부해안 지역
1987-03-06 7:10,4,38.7 N,125.5 E,대동강 하구 남포 부근 지역
1986-08-11 9:52,3.5,37.1 N,126.0 E,경기도 덕적도 남서 해역
1986-07-11 16:43,3.2,34.3 N,126.9 E,전라남도 완도 동부 지역
1986-05-11 4:03,3.1,36.6 N,125.9 E,충청남도 격렬비열도 부근 해역
1986-05-10 14:02,3.1,-,-,서울 북방 약 170km 지역
1986-05-02 17:26,3,36.7 N,125.7 E,충청남도 격렬비열도 부근 해역
1986-05-02 12:44,3.4,36.6 N,125.8 E,충청남도 격렬비열도 부근 해역
1986-04-27 9:03,3.3,36.5 N,125.6 E,충청남도 격렬비열도 부근 해역
1986-04-26 4:24,3.5,36.6 N,125.5 E,충청남도 격렬비열도 부근 해역
1986-03-24 10:58,2.6,38.8 N,125.9 E,평안남도 중화군 지역
1986-03-20 16:46,3.6,34.2 N,125.1 E,전라남도 소흑산도 북부 해역
1986-03-17 11:52,3.2,35.9 N,129.5 E,경상북도 포항 남동부지역
1986-03-04 5:29,2.7,39.4 N,125.7 E,평안남도 평원군 지역
1986-02-09 7:04,3.3,35.9 N,125.8 E,전라북도 군산 서쪽 약 80km 해역
1986-02-03 16:38,2.8,35.7 N,126.9 E,전라북도 정읍 북부 지역
1986-01-19 11:20,3,33.5 N,126.4 E,제주도 애월-제주 지역
1985-12-24 15:31,2.3,-,-,서울 북방 약 176km 지역
1985-12-22 12:09,3,39.3 N,125.8 E,평안남도 대동-순천군 지역
1985-12-10 21:42,3.2,35.8 N,129.7 E,경상남도 감포 동쪽 약 20km 해역
1985-11-10 17:23,3.1,39.8 N,125.8 E,평안북도 영변군 지역
1985-11-02 2:56,2.9,36.7 N,128.9 E,경상북도 안동 북동부 지역
1985-08-08 16:47,3.1,38.4 N,125.1 E,황해도 송화군 지역
1985-08-05 19:24,2.8,39.4 N,125.9 E,평안남도 순천군 지역
1985-07-18 19:14,2.4,38.5 N,125.8 E,황해도 봉산군 지역
1985-06-26 17:19,2.6,37.3 N,126.4 E,서해중부 영흥도 부근 해역
1985-06-25 11:13,3.8,36.9 N,129.7 E,경상북도 울진 동남쪽 약 30km 해역
1985-06-25 7:29,2.8,37.3 N,126.4 E,서해중부 영흥도 부근 해역
1985-06-25 6:40,4,37.3 N,126.4 E,서해중부 영흥도 부근 해역
1985-06-20 5:03,3.3,35.9 N,128.6 E,경상북도 대구시 서부 지역
1985-06-18 13:43,2.8,38.5 N,125.8 E,황해도 봉산군 지역
1985-06-07 12:59,3.1,39.4 N,125.9 E,평안남도 순천군 지역
1985-05-27 6:23,2.4,38.3 N,125.9 E,황해도 재령군 지역
1985-05-22 17:27,2.9,38.1 N,125.6 E,황해도 벽성군 지역
1985-05-13 18:26,2.9,36.6 N,128.6 E,경상북도 안동-풍산 지역
1985-04-20 21:36,3.4,41.6 N,127.0 E,평안북도 자성-후창군 지역
1985-03-22 16:01,2.7,38.4 N,125.1 E,황해도 송화군 지역
1985-01-15 9:59,3.4,34.7 N,130.0 E,부산 남동쪽 약 100km 해역
1985-01-14 12:44,4.2,34.6 N,129.9 E,부산 남동쪽 약 90km 해역
1984-11-16 8:50,2.6,39.9 N,125.9 E,평안북도 영변군 지역
1984-11-09 21:29,2.4,35.8 N,128.5 E,경상북도 대구 서남부 지역
1984-10-10 16:30,2.9,38.9 N,125.9 E,평안남도 평양 남동부 지역
1984-08-05 7:35,2.8,37.2 N,125.0 E,서해중부 덕적군도 서쪽 해역
1984-07-19 13:57,3.9,36.0 N,125.2 E,서해남부 어청도 서쪽 해역
1984-06-25 23:53,2.2,37.0 N,126.8 E,경기도 남부 아산만 지역
1984-05-14 11:39,2.6,35.2 N,126.7 E,전남 광주 서부 지역
1984-05-11 15:00,3.2,38.6 N,125.1 E,대동강 하구 해안 지역
1984-05-04 22:05,2.6,35.1 N,126.7 E,전남 광주-금성 지역
1984-05-04 22:04,2.5,35.1 N,126.6 E,전남 금성-함평 지역
1984-04-30 11:59,3.1,39.3 N,125.7 E,평안남도 평원군 지역
1984-04-10 1:56,2.2,36.1 N,128.2 E,경상북도 김천 동부 지역
1984-03-30 13:30,2.6,39.1 N,125.9 E,평안남도 평양 북동부 지역
1984-03-21 0:15,3.2,36.8 N,126.6 E,충청남도 서산 동부 지역
1984-03-17 13:00,3,39.5 N,126.1 E,평안남도 순천-개천군 지역
1984-02-13 11:31,3.2,37.0 N,125.5 E,서해중부 목덕도 서쪽 해역
1984-01-30 13:21,2.4,39.6 N,126.2 E,평안남도 덕천군 지역
1984-01-28 13:30,2.9,37.1 N,124.6 E,서해중부 옹진반도 남서 해역
1984-01-13 17:06,3,37.4 N,129.5 E,강원도 원덕 북동 해역
1983-12-23 22:40,3,36.5 N,128.1 E,경상북도 상주 서부 지역
1983-12-21 20:10,2.3,38.2 N,126.1 E,황해도 평산군 지역
1983-12-08 3:04,2.5,36.9 N,125.6 E,서해중부 덕적군도 남서 해역
1983-10-11 13:47,3.5,38.8 N,125.7 E,평남 황해도 경계 송림부근 지역
1983-10-08 13:58,3.3,39.6 N,126.1 E,평안남도 개천-덕천군 지역
1983-09-27 13:07,2.9,38.9 N,124.9 E,평안남도 용강군 서쪽 해역
1983-09-17 12:17,4.2,38.3 N,126.1 E,황해도 멸악산 북서 지역
1983-08-21 5:13,3.5,36.4 N,126.0 E,서해중부 격렬비열도-대청도 해역
1983-08-09 13:00,2.8,39.5 N,125.9 E,평안남도 순천-안주군 지역
1983-06-21 0:52,3,36.8 N,127.5 E,충청북도 괴산 남서부 지역
1983-06-08 21:25,3.4,36.8 N,127.8 E,충청북도 괴산 남부 지역
1983-05-09 18:59,3.2,38.9 N,126.3 E,황해도 북동부 수안군 지역
1983-02-28 16:36,2.6,37.7 N,126.1 E,서해중부 강화도 서쪽 해역
1983-02-11 4:53,2.6,38.6 N,126.5 E,황해도 동부 수안-신계 지역
1983-02-08 20:57,2.9,38.0 N,124.9 E,황해도 서쪽 대동만 해역
1983-01-11 1:15,3.4,38.7 N,125.6 E,황해도 황주-송림 지역
1982-10-11 17:32,3.1,36.4 N,129.6 E,경상북도 포항 북동쪽 약 40km 해역
1982-08-31 20:49,3.2,37.1 N,126.0 E,서해중부 덕적군도 서쪽 해역
1982-08-29 15:34,3.5,37.1 N,126.0 E,서해중부 덕적군도 서쪽 해역
1982-08-29 15:29,3.3,37.1 N,125.9 E,서해중부 덕적군도 서쪽 해역
1982-08-29 3:18,4,37.2 N,125.9 E,서해중부 덕적군도 서쪽 해역
1982-05-27 19:21,3.5,38.6 N,125.8 E,황해도 사리원-황주 지역
1982-03-30 6:13,3,36.4 N,127.6 E,충남 대전시 북동부 지역
1982-03-28 1:04,3.6,37.6 N,125.3 E,황해도 옹진군 남부 연안 해역
1982-03-01 0:28,4.7,37.2 N,129.8 E,경북 울진 북동쪽 약 45km 해역
1982-02-25 19:14,3.4,38.8 N,125.7 E,평남 황해도 경계 중화-송림 지역
1982-02-24 23:27,2.6,36.1 N,127.5 E,충청남도 금산군 지역
1982-02-14 23:37,4.5,38.3 N,125.7 E,황해도 사리원 남서부 지역
1982-02-12 6:48,2.7,34.5 N,128.2 E,남해동부 욕지도 부근 해역
1981-12-03 12:25,3,38.9 N,125.9 E,평안남도 중화군 지역
1981-10-10 0:17,2.6,37.3 N,128.7 E,강원도 정선군지역
1981-09-25 3:18,3.4,39.7 N,125.5 E,평안북도 박천군 지역
1981-09-23 8:13,3.5,36.9 N,126.3 E,충청남도 서산군 북부 지역
1981-09-06 12:59,2.6,39.6 N,126.6 E,평안남도 맹산-영흥군 지역
1981-08-27 21:35,3.5,35.8 N,129.8 E,경상북도 포항 동남동쪽 약 50km 해역
1981-06-14 20:57,2.8,37.8 N,125.7 E,서해중부 해주만 해역
1981-06-10 12:59,3,39.5 N,125.8 E,평안남도 순천-안주군 지역
1981-05-21 18:09,3,38.7 N,126.1 E,평남 황해도 경계 지역
1981-05-19 13:59,2.8,39.4 N,125.6 E,평안남도 평원군 지역
1981-04-15 11:47,4.8,35.9 N,130.1 E,경상북도 포항 동쪽 약 65km 해역
1981-04-06 18:42,3.7,38.9 N,125.4 E,평안남도 강성-용강군 지역
1981-04-03 18:39,2.6,36.0 N,128.9 E,경상북도 영천-팔공산 지역
1981-03-10 15:24,3,38.9 N,125.7 E,평안남도 중화군 지역
1981-01-02 19:08,3.5,39.7 N,124.8 E,평안북도 서쪽 인근 해역
1980-12-29 13:00,2.8,39.8 N,126.4 E,평안북도 박천군 지역
1980-12-24 21:38,2.7,36.0 N,128.6 E,경북 칠곡 지역
1980-12-23 7:04,2.5,38.2 N,129.4 E,강원도 강릉 북동쪽 약 60km 해역
1980-12-06 0:08,2.8,38.4 N,126.1 E,황해도 서흥 지역
1980-12-01 20:46,3,40.7 N,127.2 E,함경남도 장진군 지역
1980-12-01 13:29,3.5,40.7 N,127.2 E,함경남도 장진군 지역
1980-11-28 14:27,2.7,38.8 N,125.6 E,평안남도 황해도 경계 송림 지역
1980-11-28 12:59,2.6,39.4 N,125.8 E,평안남도 순천군 지역
1980-09-25 13:00,2.6,39.5 N,126.0 E,평안남도 순천군 지역
1980-08-23 11:24,2.5,37.1 N,125.3 E,서해중부 덕적군도 해역
1980-07-26 5:59,3.5,38.8 N,125.7 E,평남 황해도 경계 송림-중화 지역
1980-06-30 23:00,3.6,34.0 N,126.0 E,남해 해역
1980-06-30 13:29,2.8,39.4 N,125.7 E,평안남도 순천 서부 지역
1980-05-15 14:43,3.1,38.3 N,125.7 E,황해도 재령 지역
1980-01-08 8:44,5.3,40.2 N,125.0 E,평안북도 서부 의주-삭주-귀성 지역
1979-12-25 16:55,3.2,38.8 N,126.3 E,황해도 북동부 수안 부근 지역
1979-12-20 15:07,3,36.2 N,127.3 E,충청남도 대전 남서부 지역
1979-12-19 7:32,3.5,35.4 N,127.5 E,전라북도 남원 남동부 지역
1979-11-19 4:13,3.2,35.9 N,126.1 E,전라북도 군산 서쪽 약 50km 해역
1979-10-27 12:59,3.7,39.5 N,125.7 E,평안남도 순천 서부 지역
1979-10-10 6:59,3.1,38.9 N,125.7 E,평안남도 평양 남서부 지역
1979-08-30 0:39,3,38.3 N,127.9 E,강원도 중북부 지역
1979-08-24 8:30,3.8,36.6 N,124.0 E,서해 중부 해역
1979-08-18 16:34,2.4,37.0 N,126.4 E,충청남도 태안반도 북부 지역
1979-08-14 10:05,2.5,39.5 N,125.8 E,평안남도 서부 지역
1979-08-13 12:12,3.5,36.3 N,128.5 E,경상북도 의성-구미 지역
1979-04-24 5:44,3,36.8 N,128.5 E,경상북도 영주-예천 지역
1979-04-09 8:49,3.3,39.7 N,125.7 E,평안남도 북부 지역
1979-03-12 11:09,3.8,36.6 N,126.7 E,충청남도 홍성읍
1979-02-24 19:00,2.9,36.6 N,126.7 E,충청남도 홍성읍
1979-02-24 14:44,2.7,38.3 N,125.1 E,황해도 서부 지역
1979-02-08 8:52,4,36.6 N,126.7 E,충청남도 홍성읍
1979-02-04 9:29,3.7,38.4 N,125.7 E,황해도 재령 지역
1979-01-30 0:33,3,36.1 N,128.3 E,경상북도 구미 지역
1979-01-29 10:06,3.3,38.3 N,126.0 E,황해도 중부 지역
1979-01-24 0:40,3,35.7 N,126.0 E,전북 변산반도 서쪽 약 40km 해역
1979-01-01 0:11,2.9,36.6 N,126.7 E,충청남도 홍성읍
1978-12-12 21:58,3.3,35.9 N,126.3 E,전북 군산 서쪽 약 40km 해역
1978-12-04 15:16,2.8,37.4 N,128.7 E,강원도 정선 지역
1978-11-23 11:06,4.6,38.4 N,125.6 E,황해도 재령지역
1978-10-07 18:19,5,36.6 N,126.7 E,충남 홍성읍
1978-09-16 2:07,5.2,36.6 N,127.9 E,충북 속리산 부근 지역
1978-08-30 2:29,4.5,39.1 N,124.2 E,평남 서부 해역
