station,name,line,xwgs,ywgs
2729,건대입구,7,37.540693,127.07023
212,건대입구,2,37.540693,127.07023
213,구의,2,37.537077,127.085916
214,강변,2,37.535095,127.094681
215,잠실나루,2,37.520733,127.10379
2815,잠실,8,37.51395,127.102234
216,잠실,2,37.51395,127.102234
217,잠실새내,2,37.511687,127.086162
218,종합운동장,2,37.510997,127.073642
4130,종합운동장,9,37.510997,127.073642
219,삼성,2,37.508844,127.06316
1023,선릉,B,37.504503,127.049008
220,선릉,2,37.504503,127.049008
221,역삼,2,37.500622,127.036456
4307,강남,S,37.497175,127.027926
222,강남,2,37.497175,127.027926
224,서초,2,37.491897,127.007917
1727,두정,1,36.833705,127.14896
225,방배,2,37.481426,126.997596
240,신촌,2,37.555134,126.936893
241,이대,2,37.556733,126.946013
242,아현,2,37.557345,126.956141
2532,충정로,5,37.559973,126.963672
243,충정로,2,37.559973,126.963672
244,용답,2,37.561904,127.050899
245,신답,2,37.57004,127.046481
247,도림천,2,37.514287,126.882768
248,양천구청,2,37.512398,126.865819
249,신정네거리,2,37.520074,126.852912
1728,천안,1,36.810005,127.146826
1756,중앙,4,37.315941,126.838573
1763,수리산,4,37.349801,126.925365
1891,인천,SU,37.476691,126.616936
1812,인천,1,37.476691,126.616936
1859,오리,B,37.339824,127.108942
433,사당,4,37.47653,126.981685
226,사당,2,37.47653,126.981685
227,낙성대,2,37.47693,126.963693
228,서울대입구,2,37.481247,126.952739
229,봉천,2,37.482362,126.941892
230,신림,2,37.484201,126.929715
231,신대방,2,37.487462,126.913149
232,구로디지털단지,2,37.485266,126.901401
2746,대림,7,37.49297,126.895801
233,대림,2,37.49297,126.895801
234,신도림,2,37.508725,126.891295
1007,신도림,1,37.508725,126.891295
235,문래,2,37.517933,126.89476
2524,영등포구청,5,37.52497,126.895951
236,영등포구청,2,37.52497,126.895951
4113,당산,9,37.53438,126.902281
237,당산,2,37.53438,126.902281
238,합정,2,37.549463,126.913739
2623,합정,6,37.549463,126.913739
1264,홍대입구,K,37.557192,126.925381
1293,홍대입구,A,37.557192,126.925381
239,홍대입구,2,37.557192,126.925381
1291,서울,A,37.554648,126.972559
150,서울,1,37.554648,126.972559
426,서울,4,37.554648,126.972559
201,시청,2,37.564718,126.977108
151,시청,1,37.564718,126.977108
152,종각,1,37.570161,126.982923
2535,종로3가,5,37.571607,126.991806
319,종로3가,3,37.571607,126.991806
153,종로3가,1,37.571607,126.991806
154,종로5가,1,37.570926,127.001849
155,동대문,1,37.57142,127.009745
421,동대문,4,37.57142,127.009745
246,신설동,2,37.575297,127.025087
156,신설동,1,37.575297,127.025087
157,제기동,1,37.578103,127.034893
1014,청량리,K,37.580178,127.046835
1305,청량리,G,37.580178,127.046835
158,청량리,1,37.580178,127.046835
2637,동묘앞,6,37.572627,127.016429
159,동묘앞,1,37.572627,127.016429
202,을지로입구,2,37.566014,126.982618
2536,을지로4가,5,37.566941,126.998079
204,을지로4가,2,37.566941,126.998079
2537,동대문역사문화공원,5,37.565138,127.007896
205,동대문역사문화공원,2,37.565138,127.007896
422,동대문역사문화공원,4,37.565138,127.007896
206,신당,2,37.565972,127.01782
2636,신당,6,37.565972,127.01782
207,상왕십리,2,37.564354,127.029354
208,왕십리,2,37.561533,127.037732
1845,왕십리,B,37.561533,127.037732
2541,왕십리,5,37.561533,127.037732
1013,왕십리,K,37.561533,127.037732
209,한양대,2,37.555273,127.043655
210,뚝섬,2,37.547184,127.047367
211,성수,2,37.544581,127.055961
419,한성대입구,4,37.588458,127.006221
420,혜화,4,37.582336,127.001844
424,명동,4,37.560989,126.986325
425,회현,4,37.558514,126.978246
427,숙대입구,4,37.54456,126.972106
2629,삼각지,6,37.534777,126.97311
428,삼각지,4,37.534777,126.97311
429,신용산,4,37.52917,126.967894
1008,이촌,K,37.522272,126.974345
430,이촌,4,37.522272,126.974345
4120,동작,9,37.502971,126.979306
431,동작,4,37.502971,126.979306
2738,총신대입구(이수),7,37.486263,126.981989
432,총신대입구(이수),4,37.486263,126.981989
1002,남영,1,37.541021,126.9713
1290,용산,K,37.529849,126.964561
1003,용산,1,37.529849,126.964561
1005,대방,1,37.513342,126.926382
1006,영등포,1,37.515504,126.907628
1009,서빙고,K,37.519594,126.988537
1010,한남,K,37.52943,127.009169
1012,응봉,K,37.549946,127.034538
1306,회기,G,37.58946,127.057583
1015,회기,1,37.58946,127.057583
1200,회기,K,37.58946,127.057583
1016,외대앞,1,37.596073,127.063549
1848,압구정로데오,B,37.527381,127.040534
1851,가천대,B,37.448605,127.126697
1852,태평,B,37.440019,127.127709
1853,모란,B,37.43213,127.129087
2827,모란,8,37.43213,127.129087
1854,야탑,B,37.411185,127.128715
1855,서현,B,37.385126,127.123592
1856,수내,B,37.378455,127.114322
4312,정자,S,37.36706,127.108105
1857,정자,B,37.36706,127.108105
1858,미금,B,37.350077,127.10891
1502,이매,KK,37.396104,127.12827
1860,이매,B,37.396104,127.12827
1861,보정,B,37.312752,127.108196
1862,죽전,B,37.324753,127.107395
1864,신갈,B,37.286102,127.111313
4501,기흥,E,37.275619,127.115936
1865,기흥,B,37.275619,127.115936
1867,청명,B,37.259489,127.078934
1868,영통,B,37.251568,127.071394
1870,매탄권선,B,37.252759,127.040566
1871,수원시청,B,37.261911,127.030736
1879,월곶,SU,37.391769,126.742699
1880,소래포구,SU,37.40095,126.733522
1881,인천논현,SU,37.400614,126.722478
1883,남동인더스파크,SU,37.407722,126.695216
1885,연수,SU,37.417804,126.67894
1901,방학,1,37.667503,127.044273
1902,도봉,1,37.679563,127.045595
1903,도봉산,1,37.689313,127.046222
2712,도봉산,7,37.689313,127.046222
4602,회룡,U,37.724846,127.046895
1905,회룡,1,37.724846,127.046895
1906,의정부,1,37.738415,127.045958
1907,가능,1,37.748577,127.044213
1908,녹양,1,37.75938,127.042292
1909,양주,1,37.774381,127.044708
1910,덕계,1,37.818486,127.056486
1911,덕정,1,37.843188,127.061277
1912,지행,1,37.892334,127.055716
1914,보산,1,37.913702,127.057277
1915,동두천,1,37.927878,127.05479
1916,소요산,1,37.9481,127.061034
1917,마전(무정차),1,,
2645,석계,6,37.614805,127.065851
1018,석계,1,37.614805,127.065851
1019,광운대,1,37.623632,127.061835
1308,광운대,G,37.623632,127.061835
1020,월계,1,37.633212,127.058831
1021,녹천,1,37.644799,127.051269
1024,한티,B,37.496237,127.052873
1026,구룡,B,37.486839,127.058856
1027,개포동,B,37.489116,127.06614
1028,대모산입구,B,37.491373,127.07272
2821,복정,8,37.470047,127.126662
1031,복정,B,37.470047,127.126662
1032,신길,1,37.517122,126.917169
2526,신길,5,37.517122,126.917169
1307,중랑,G,37.594917,127.076116
1201,중랑,K,37.594917,127.076116
1203,망우,K,37.59955,127.091909
1310,망우,G,37.59955,127.091909
1204,양원,K,37.606596,127.107906
1205,구리,K,37.603392,127.143869
1206,도농,K,37.608806,127.161153
1207,양정,K,37.60533,127.19364
1208,덕소,K,37.586781,127.208832
1209,도심,K,37.579622,127.222672
1210,팔당,K,37.547371,127.243939
1211,운길산,K,37.554669,127.310115
1212,양수,K,37.545981,127.329098
1213,신원,K,37.525545,127.372921
1214,국수,K,37.516169,127.399367
1215,아신,K,37.51382,127.443173
1216,오빈,K,37.506062,127.473868
1217,양평(경의중앙선),K,37.492832,127.491814
1218,원덕,K,37.468672,127.547076
1219,용문,K,37.48223,127.594647
1251,서울(경의중앙선),K,37.556328,126.969522
1252,신촌(경의중앙선),K,37.559783,126.942319
1263,서강대,K,37.551881,126.935711
1265,가좌,K,37.568491,126.915487
1267,수색,K,37.580842,126.895611
1268,화전,K,37.602888,126.868387
1270,행신,K,37.612102,126.834146
1271,능곡,K,37.618808,126.820783
1272,곡산,K,37.645676,126.801762
1273,백마,K,37.658239,126.794461
1274,풍산,K,37.672346,126.786243
1275,일산,K,37.682077,126.769846
1278,운정,K,37.725826,126.767257
1279,금릉,K,37.751322,126.765347
1282,월롱,K,37.796188,126.792587
1283,파주,K,37.815298,126.792783
1284,문산,K,37.854619,126.788047
1312,갈매,G,37.634118,127.114757
1313,별내,G,37.64202,127.12684
1315,사릉,G,37.65108,127.176933
1316,금곡,G,37.637382,127.207853
1317,평내호평,G,37.653225,127.244493
1319,마석,G,37.652782,127.311767
1320,대성리,G,37.684071,127.379319
1321,청평,G,37.735488,127.42661
1323,가평,G,37.814536,127.510739
1324,굴봉산,G,37.832067,127.557695
1326,강촌,G,37.805723,127.634146
1327,김유정,G,37.818466,127.71434
1328,남춘천,G,37.864007,127.723792
1401,봉명,1,36.801215,127.135763
1402,쌍용(나사렛대),1,36.793759,127.1214
1404,탕정,1,,
1405,배방,1,36.777629,127.052991
1406,풍기,1,,
1407,온양온천,1,36.780483,127.003249
1450,선바위,4,37.451673,127.002303
1451,경마공원,4,37.443885,127.007888
1452,대공원,4,37.435675,127.006523
1453,과천,4,37.433021,126.996568
1454,정부과천청사,4,37.426513,126.98978
1455,인덕원,4,37.401553,126.976715
1456,평촌,4,37.394287,126.963883
1457,범계,4,37.389793,126.950806
1708,금정,1,37.372221,126.943429
1458,금정,4,37.372221,126.943429
1701,구로,1,37.503039,126.881966
2748,가산디지털단지,7,37.481072,126.882343
1702,가산디지털단지,1,37.481072,126.882343
1703,금천구청,1,37.455626,126.89398
1704,석수,1,37.435047,126.902295
1706,안양,1,37.401592,126.922874
1707,명학,1,37.384653,126.935433
1709,군포,1,37.35356,126.948462
1710,의왕,1,37.320852,126.948217
1711,성균관대,1,37.300349,126.97075
1713,수원,1,37.265974,126.999874
1846,수원,B,37.265974,126.999874
1714,독산,1,37.466613,126.889249
1715,세류,1,37.245025,127.013222
1716,병점,1,37.207503,127.032731
1717,세마,1,37.187533,127.04318
1718,오산대,1,37.168953,127.063197
1719,오산,1,37.145885,127.06672
1720,진위,1,37.109447,127.062278
1721,송탄,1,37.075696,127.054301
1722,서정리,1,37.056496,127.052819
1723,지제,1,37.0188,127.070444
1724,평택,1,36.990726,127.085159
1725,성환,1,36.916076,127.126964
1726,직산,1,36.870593,127.143904
1729,당정,1,37.344285,126.948345
1749,서동탄,1,37.195504,127.051672
1750,광명,1,37.416182,126.884466
1751,산본,4,37.358101,126.933274
1752,대야미,4,37.328467,126.917332
1753,반월,4,37.312212,126.903524
1754,상록수,4,37.302795,126.866489
1755,한대앞,4,37.309689,126.85344
1757,고잔,4,37.316777,126.823249
1758,초지,4,37.320646,126.805913
1759,안산,4,37.327082,126.788532
1760,신길온천,4,37.338212,126.765844
1761,정왕,4,37.351735,126.742989
1877,오이도,SU,37.362357,126.738714
1762,오이도,4,37.362357,126.738714
1801,개봉,1,37.494594,126.85868
1802,오류동,1,37.494526,126.845365
1803,역곡,1,37.485178,126.811502
1804,부천,1,37.48405,126.782686
1805,송내,1,37.4876,126.753664
3120,부평,I,37.489493,126.724805
1806,부평,1,37.489493,126.724805
1807,백운,1,37.483664,126.707704
1808,동암,1,37.471408,126.702896
1810,제물포,1,37.466769,126.656666
1811,동인천,1,37.475276,126.632802
1813,구일,1,37.496756,126.870793
1814,소사,1,37.482753,126.79544
1815,부개,1,37.488418,126.74109
1816,간석,1,37.464737,126.694181
1817,도원,1,37.468446,126.642706
2752,온수,7,37.492258,126.823388
1821,온수,1,37.492258,126.823388
1822,중동,1,37.486562,126.764843
1823,도화,1,37.46607,126.668672
1847,서울숲,B,37.543617,127.044707
250,용두,2,37.574028,127.038091
309,지축,3,37.648048,126.913951
310,구파발,3,37.636763,126.918821
2615,연신내,6,37.619001,126.921008
311,연신내,3,37.619001,126.921008
2613,불광,6,37.610469,126.929887
312,불광,3,37.610469,126.929887
313,녹번,3,37.600927,126.935756
314,홍제,3,37.589066,126.943736
315,무악재,3,37.582299,126.950291
316,독립문,3,37.574571,126.957748
317,경복궁,3,37.575762,126.97353
318,안국,3,37.576477,126.985443
321,충무로,3,37.561243,126.99428
423,충무로,4,37.561243,126.99428
434,남태령,4,37.463873,126.989134
1017,신이문,1,37.601854,127.067325
1276,탄현,K,37.694023,126.761086
1280,금촌,K,37.766217,126.774644
1311,신내,G,37.612887,127.103218
1314,퇴계원,G,37.648311,127.143952
322,동대입구,3,37.559052,127.005602
323,약수,3,37.55434,127.010655
2634,약수,6,37.55434,127.010655
324,금호,3,37.548034,127.015872
1011,옥수,K,37.540685,127.017965
325,옥수,3,37.540685,127.017965
326,압구정,3,37.527072,127.028461
327,신사,3,37.516334,127.020114
328,잠원,3,37.512759,127.01122
4123,고속터미널,9,37.50481,127.004943
2736,고속터미널,7,37.50481,127.004943
329,고속터미널,3,37.50481,127.004943
223,교대,2,37.493415,127.01408
330,교대,3,37.493415,127.01408
331,남부터미널,3,37.485013,127.016189
4308,양재,S,37.484147,127.034631
332,양재,3,37.484147,127.034631
333,매봉,3,37.486947,127.046769
1025,도곡,B,37.490858,127.055381
334,도곡,3,37.490858,127.055381
335,대치,3,37.494612,127.063642
336,학여울,3,37.496663,127.070594
1318,천마산,G,37.658978,127.285379
1322,상천,G,37.770246,127.454821
1325,백양리,G,37.830779,127.58933
1329,춘천,G,37.885054,127.717023
1403,아산,1,36.792053,127.104361
1408,신창,1,36.769502,126.951108
1705,관악,1,37.419232,126.908706
1712,화서,1,37.283862,126.989627
337,대청,3,37.493514,127.079532
338,일원,3,37.483681,127.08439
1030,수서,B,37.487371,127.10188
339,수서,3,37.487371,127.10188
341,경찰병원,3,37.495918,127.12454
409,당고개,4,37.670272,127.079066
410,상계,4,37.660878,127.073572
2715,노원,7,37.655128,127.061368
411,노원,4,37.655128,127.061368
412,창동,4,37.653166,127.047731
1022,창동,1,37.653166,127.047731
413,쌍문,4,37.648627,127.034709
414,수유,4,37.638052,127.025732
415,미아,4,37.62667,127.025983
416,미아사거리,4,37.613292,127.030053
417,길음,4,37.603407,127.025053
418,성신여대입구,4,37.592624,127.016403
2825,신흥,8,37.440918,127.147564
2826,수진,8,37.437428,127.140722
3111,귤현,I,37.566379,126.742654
3112,박촌,I,37.553703,126.745077
3114,계산,I,37.543238,126.728128
3115,경인교대입구,I,37.538157,126.722597
3118,부평구청,I,37.508336,126.720548
2761,부평구청,7,37.508336,126.720548
3123,간석오거리,I,37.467048,126.707938
3127,문학경기장,I,37.434935,126.698579
3129,신연수,I,37.41804,126.693863
3130,원인재,I,37.412603,126.687389
1884,원인재,SU,37.412603,126.687389
3133,캠퍼스타운,I,37.387855,126.661673
3134,테크노파크,I,37.382268,126.656365
3136,인천대입구,I,37.386007,126.639484
3138,국제업무지구,I,37.399907,126.630347
4104,신방화,9,37.567532,126.816601
4106,양천향교,9,37.568381,126.841333
4110,염창,9,37.546936,126.874916
1950,삼송,3,37.653083,126.895558
1951,원당,3,37.653324,126.843041
1952,화정,3,37.634592,126.83265
1953,대곡,3,37.631626,126.811024
1249,대곡,K,37.631626,126.811024
1954,백석,3,37.643114,126.78787
1955,마두,3,37.652206,126.77762
1956,정발산,3,37.659477,126.773359
1957,주엽,3,37.670072,126.761334
1958,대화,3,37.676087,126.747569
2512,개화산,5,37.572399,126.806171
2514,송정,5,37.561184,126.811973
2515,마곡,5,37.560183,126.825448
2516,발산,5,37.558598,126.837668
2517,우장산,5,37.548768,126.836318
2518,화곡,5,37.541513,126.840461
2519,까치산,5,37.531768,126.846683
260,까치산,2,37.531768,126.846683
2520,신정,5,37.524997,126.856191
2521,목동,5,37.526065,126.864931
2522,오목교,5,37.524496,126.875181
2523,양평,5,37.525648,126.885778
2527,여의도,5,37.521624,126.924191
4115,여의도,9,37.521624,126.924191
2528,여의나루,5,37.527098,126.932901
1292,공덕,A,37.544018,126.951592
1262,공덕,K,37.544018,126.951592
2627,공덕,6,37.544018,126.951592
2530,공덕,5,37.544018,126.951592
2531,애오개,5,37.553736,126.95682
2533,서대문,5,37.565773,126.966641
2534,광화문,5,37.571026,126.976669
2635,청구,6,37.560245,127.013828
2538,청구,5,37.560245,127.013828
2539,신금호,5,37.554548,127.020331
2540,행당,5,37.557322,127.029476
2542,마장,5,37.5661,127.042973
2544,장한평,5,37.56144,127.064623
2727,군자,7,37.557121,127.079542
2545,군자,5,37.557121,127.079542
2546,아차산,5,37.551691,127.089761
2547,광나루,5,37.545303,127.10357
2812,천호,8,37.538397,127.123572
2548,천호,5,37.538397,127.123572
2549,강동,5,37.535804,127.132481
2550,길동,5,37.537801,127.140004
2551,굽은다리,5,37.545477,127.142853
2552,명일,5,37.55137,127.143999
2553,고덕,5,37.555004,127.154151
2554,상일동,5,37.556712,127.166417
2556,올림픽공원,5,37.516078,127.130848
2558,오금,5,37.502162,127.128111
342,오금,3,37.502162,127.128111
2559,개롱,5,37.498079,127.13482
2560,거여,5,37.493105,127.14415
2561,마천,5,37.49499,127.152781
2612,역촌,6,37.606021,126.922744
2614,독바위,6,37.618456,126.933031
2616,구산,6,37.611377,126.91727
2618,증산,6,37.583876,126.909645
1294,디지털미디어시티,A,37.576646,126.900984
2619,디지털미디어시티,6,37.576646,126.900984
1266,디지털미디어시티,K,37.576646,126.900984
2620,월드컵경기장,6,37.569532,126.899298
2621,마포구청,6,37.563515,126.903343
2622,망원,6,37.556094,126.910052
2624,상수,6,37.547716,126.922852
2625,광흥창,6,37.547456,126.931993
2626,대흥,6,37.547771,126.942069
1261,효창공원앞,K,37.539261,126.961351
2628,효창공원앞,6,37.539261,126.961351
2631,이태원,6,37.534488,126.994302
2632,한강진,6,37.539631,127.001725
2633,버티고개,6,37.548013,127.007055
2638,창신,6,37.579661,127.015241
2639,보문,6,37.585286,127.019381
2640,안암,6,37.586272,127.029005
2641,고려대,6,37.590508,127.036296
2642,월곡,6,37.601948,127.041518
2643,상월곡,6,37.606377,127.048491
2644,돌곶이,6,37.610537,127.056431
2719,태릉입구,7,37.617983,127.07512
2646,태릉입구,6,37.617983,127.07512
2647,화랑대,6,37.620064,127.084689
2648,봉화산,6,37.617283,127.091401
2711,장암,7,37.700109,127.053196
2713,수락산,7,37.67785,127.055315
2714,마들,7,37.66494,127.057675
2716,중계,7,37.644583,127.064303
2717,하계,7,37.636352,127.06799
2718,공릉,7,37.625742,127.072896
2720,먹골,7,37.610637,127.077725
2721,중화,7,37.602545,127.079264
2722,상봉,7,37.596362,127.085032
1202,상봉,K,37.596362,127.085032
1309,상봉,G,37.596362,127.085032
2723,면목,7,37.588579,127.087503
2724,사가정,7,37.580894,127.088478
2725,용마산,7,37.573647,127.086727
2726,중곡,7,37.565923,127.08432
2728,어린이대공원,7,37.548014,127.074658
2730,뚝섬유원지,7,37.53154,127.066704
2731,청담,7,37.519365,127.05335
1849,강남구청,B,37.517186,127.04128
2732,강남구청,7,37.517186,127.04128
2734,논현,7,37.511093,127.021415
2735,반포,7,37.508178,127.011727
2737,내방,7,37.487618,126.993513
2740,숭실대입구,7,37.496029,126.953822
2741,상도,7,37.502834,126.94791
2742,장승배기,7,37.504898,126.93915
2743,신대방삼거리,7,37.499701,126.928276
2744,보라매,7,37.499872,126.920428
2747,남구로,7,37.486056,126.887249
2750,광명사거리,7,37.479252,126.854876
2751,천왕,7,37.486637,126.838713
2753,까치울,7,37.506207,126.810939
2754,부천종합운동장,7,37.50538,126.797337
2760,굴포천,7,37.506997,126.73128
2813,강동구청,8,37.530341,127.120508
2814,몽촌토성,8,37.517409,127.112359
2816,석촌,8,37.505431,127.106979
2817,송파,8,37.499703,127.112183
2818,가락시장,8,37.492522,127.118234
340,가락시장,3,37.492522,127.118234
2819,문정,8,37.485855,127.1225
2820,장지,8,37.478703,127.126191
2823,남한산성입구,8,37.451535,127.159816
2529,마포,5,37.539574,126.945932
2543,답십리,5,37.566747,127.052704
2555,둔촌동,5,37.527788,127.136248
2617,새절,6,37.591148,126.913629
2630,녹사평,6,37.534675,126.986695
2733,학동,7,37.514229,127.031656
2739,남성,7,37.484596,126.971251
2745,신풍,7,37.50008,126.90993
2755,춘의,7,37.503663,126.787036
2756,신중동,7,37.503048,126.77596
2757,부천시청,7,37.504631,126.763538
4502,강남대,E,37.270161,127.126033
4503,지석,E,37.269606,127.136515
4504,어정,E,37.274917,127.143714
4505,동백,E,37.269043,127.152716
4506,초당,E,37.260752,127.159443
4508,삼가,E,37.242115,127.168075
4509,시청·용인대,E,37.239151,127.178406
4510,명지대,E,37.237964,127.190294
4511,김량장,E,37.237247,127.198781
4512,운동장·송담대,E,37.237845,127.209198
4513,고진,E,37.24484,127.214251
4514,보평,E,37.258965,127.218457
4515,둔전,E,37.267051,127.21364
4517,전대·에버랜드,E,37.285342,127.219561
4126,언주,9,37.507287,127.033868
4128,삼성중앙,9,37.513011,127.053282
4129,봉은사,9,37.514219,127.060245
320,을지로3가,3,37.566295,126.99191
203,을지로3가,2,37.566295,126.99191
2758,상동,7,37.505781,126.753083
1277,야당,K,37.712327,126.761356
1503,삼동,KK,37.409522,127.20336
1504,경기광주,KK,37.399907,127.25263
1505,초월,KK,37.374419,127.299
1506,곤지암,KK,37.351315,127.34674
1507,신둔도예촌,KK,37.317185,127.40476
1508,이천,KK,37.265579,127.44226
1509,부발,KK,37.260192,127.490277
1510,세종대왕릉,KK,37.295309,127.570938
1511,여주,KK,,
3223,모래내시장,I2,37.45583,126.719298
3225,남동구청,I2,37.448161,126.736939
3226,인천대공원,I2,37.448769,126.752618
2759,삼산체육관,7,37.506411,126.742153
2811,암사,8,37.55021,127.127562
2824,단대오거리,8,37.44521,127.156866
4208,계양,A,37.571462,126.735637
3110,계양,I,37.571462,126.735637
3113,임학,I,37.545059,126.738665
3116,작전,I,37.530415,126.722527
3119,부평시장,I,37.498383,126.722244
3121,동수,I,37.485312,126.718247
3122,부평삼거리,I,37.477679,126.710208
3221,인천시청,I2,37.457405,126.702221
3124,인천시청,I,37.457405,126.702221
3125,예술회관,I,37.449396,126.701012
3126,인천터미널,I,37.442383,126.699706
3128,선학,I,37.426684,126.698863
3131,동춘,I,37.404737,126.681015
3132,동막,I,37.397878,126.674005
3135,지식정보단지,I,37.378384,126.645168
3137,센트럴파크,I,37.393054,126.634729
1863,구성,B,37.298969,127.105664
1866,상갈,B,37.26181,127.108847
1869,망포,B,37.245795,127.057353
1872,매교,B,37.265481,127.015678
1882,호구포,SU,37.401637,126.708627
1886,송도,SU,37.428514,126.657772
1904,망월사,1,37.709914,127.047455
1913,동두천중앙,1,37.901885,127.056482
2511,방화,5,37.577446,126.812741
2525,영등포시장,5,37.522669,126.905139
2557,방이,5,37.508857,127.126133
2611,응암,6,37.598605,126.915577
2749,철산,7,37.47605,126.867911
2822,산성,8,37.457122,127.149908
4210,청라국제도시,A,37.555878,126.625327
4601,발곡,U,37.727048,127.052803
4603,범골,U,37.728755,127.04353
4604,경전철의정부,U,37.737202,127.043257
4605,의정부시청,U,37.739256,127.034781
4606,흥선,U,37.743302,127.037023
4607,의정부중앙,U,37.743676,127.049565
4608,동오,U,37.745271,127.056947
4609,새말,U,37.748885,127.06362
4610,경기도청북부청사,U,37.75059,127.071495
4611,효자,U,37.754025,127.076902
4612,곤제,U,37.750471,127.083715
4613,어룡,U,37.742802,127.085035
4614,송산,U,37.737279,127.087159
4615,탑석,U,37.733579,127.088704
3117,갈산,I,37.517268,126.721514
4105,마곡나루,9,37.567336,126.829497
4109,등촌,9,37.550632,126.865689
4114,국회의사당,9,37.528105,126.917874
4314,동천,S,37.337928,127.102976
4315,수지구청,S,37.322702,127.095026
4316,성복,S,37.313335,127.0801
4317,상현,S,37.297664,127.069342
4318,광교중앙,S,37.288617,127.051478
4319,광교,S,37.30211,127.044483
1888,인하대,SU,37.448493,126.649619
1889,숭의,SU,37.460789,126.638297
1890,신포,SU,37.46874,126.623853
3203,검단사거리,I2,37.60185,126.657108
3208,검바위,I2,37.561405,126.677566
3219,시민공원,I2,37.458335,126.681192
3224,만수,I2,37.454911,126.732094
4117,노량진,9,37.514219,126.942454
1004,노량진,1,37.514219,126.942454
4118,노들,9,37.512887,126.953222
4119,흑석,9,37.50877,126.963708
4121,구반포,9,37.501364,126.987332
4122,신반포,9,37.503415,126.995925
4124,사평,9,37.504206,127.015259
4125,신논현,9,37.504598,127.02506
3207,검암,I2,37.569104,126.673728
4209,검암,A,37.569104,126.673728
4211,운서,A,37.492904,126.49379
4212,공항화물청사,A,37.458366,126.476241
4213,인천국제공항,A,37.447464,126.452508
4309,양재시민의숲,S,37.470023,127.03842
4310,청계산입구,S,37.447211,127.055664
1269,강매,K,37.612314,126.843223
4217,영종,A,37.511466,126.5237
4127,선정릉,9,37.51098,127.043593
1850,선정릉,B,37.51098,127.043593
4103,공항시장,9,37.563726,126.810678
4108,증미,9,37.557402,126.861939
4112,선유도,9,37.53802,126.893525
4107,가양,9,37.561391,126.854456
3218,주안,I2,37.464941,126.679923
1809,주안,1,37.464941,126.679923
4102,김포공항,9,37.562434,126.801058
4207,김포공항,A,37.562434,126.801058
2513,김포공항,5,37.562434,126.801058
3201,검단오류,I2,37.594877,126.627178
3202,왕길,I2,37.59518,126.642696
3204,마전,I2,37.597566,126.666998
3205,완정,I2,37.592928,126.673203
3206,독정,I2,37.585212,126.675844
3209,아시아드경기장,I2,37.5517,126.677122
3210,서구청,I2,37.543742,126.676787
3211,가정,I2,37.524649,126.675539
1878,달월,SU,37.379681,126.745177
1948,원흥,3,37.650658,126.872642
3212,가정중앙시장,I2,37.517054,126.676672
3213,석남,I2,37.506193,126.676203
3214,서부여성회관,I2,37.506193,126.676203
3215,인천가좌,I2,37.4897,126.675208
3216,가재울,I2,37.484192,126.683673
3217,주안국가산단,I2,37.473703,126.68113
3220,석바위시장,I2,37.457611,126.692575
3222,석천사거리,I2,37.456805,126.709986
3227,운연,I2,37.440127,126.75997
4101,개화,9,37.578608,126.798153
4111,신목동,9,37.544277,126.88308
4116,샛강,9,37.517274,126.928422
1220,지평,K,,
4311,판교,S,37.394761,127.111217
1501,판교,KK,37.394761,127.111217
